Student_ID,Gender,Age,Study_Hours,Attendance,Previous_Score,Final_Score,Performance
1851,Male,22,2.5,89,65,59,Needs Improvement
1852,Male,18,5.2,57,62,45,Needs Improvement
1853,Female,18,5.7,55,76,56,Needs Improvement
1854,Male,19,6.1,70,87,70,Good
1855,Female,20,4.4,83,71,68,Good
1856,Female,18,3.0,97,87,65,Good
1857,Male,22,3.6,71,80,57,Needs Improvement
1858,Male,18,2.7,73,67,56,Needs Improvement
1859,Male,22,4.4,83,78,68,Good
1860,Male,21,4.1,77,64,52,Needs Improvement
1861,Female,21,8.4,77,73,68,Good
1862,Female,22,6.1,78,55,62,Good
1863,Male,20,6.2,95,69,62,Good
1864,Female,18,5.3,93,84,74,Good
1865,Female,18,3.8,82,81,63,Good
1866,Female,21,4.0,99,79,76,Good
1867,Female,22,4.2,87,74,67,Good
1868,Male,18,4.8,94,72,70,Good
1869,Male,18,5.2,73,52,50,Needs Improvement
1870,Female,20,4.5,75,67,63,Good
1871,Male,19,4.0,75,73,64,Good
1872,Male,21,3.4,81,54,54,Needs Improvement
1873,Male,21,2.0,83,45,43,Needs Improvement
1874,Female,19,6.8,85,86,76,Good
1875,Female,18,8.5,100,71,66,Good
1876,Female,20,6.7,89,73,78,Good
1877,Male,20,2.2,77,78,56,Needs Improvement
1878,Female,21,5.9,82,56,56,Needs Improvement
1879,Female,20,6.3,97,64,59,Needs Improvement
1880,Male,19,3.8,90,91,75,Good
1881,Female,18,5.4,97,63,66,Good
1882,Female,19,3.7,77,66,55,Needs Improvement
1883,Male,22,7.3,75,61,50,Needs Improvement
1884,Male,21,5.2,75,60,53,Needs Improvement
1885,Male,20,2.8,78,85,66,Good
1886,Female,22,5.7,71,35,46,Needs Improvement
1887,Female,20,6.4,85,64,63,Good
1888,Female,18,4.9,85,73,62,Good
1889,Male,18,5.4,95,94,70,Good
1890,Male,18,4.4,64,54,54,Needs Improvement
1891,Female,20,2.5,73,52,39,Needs Improvement
1892,Female,22,4.2,90,58,56,Needs Improvement
1893,Male,18,5.4,84,80,64,Good
1894,Male,22,4.3,82,72,67,Good
1895,Male,20,5.9,95,50,61,Good
1896,Male,22,3.8,72,71,56,Needs Improvement
1897,Female,20,3.9,75,92,73,Good
1898,Male,20,6.0,74,74,58,Needs Improvement
1899,Female,21,4.9,62,72,59,Needs Improvement
1900,Female,20,3.8,83,73,56,Needs Improvement
1901,Female,20,6.4,77,76,73,Good
1902,Male,19,3.3,75,52,51,Needs Improvement
1903,Male,18,3.2,73,67,59,Needs Improvement
1904,Male,21,0.5,82,67,49,Needs Improvement
1905,Male,21,3.5,74,63,58,Needs Improvement
1906,Female,21,6.9,84,80,66,Good
1907,Male,19,0.8,87,61,45,Needs Improvement
1908,Male,20,2.8,79,65,54,Needs Improvement
1909,Female,18,5.3,78,52,49,Needs Improvement
1910,Male,22,0.5,84,75,59,Needs Improvement
1911,Female,20,3.6,82,83,63,Good
1912,Female,19,6.6,95,65,61,Good
1913,Female,20,8.2,85,81,70,Good
1914,Female,20,5.0,93,68,68,Good
1915,Female,19,2.8,88,35,35,Needs Improvement
1916,Female,21,2.8,69,69,49,Needs Improvement
1917,Female,21,4.8,76,68,67,Good
1918,Female,18,5.0,82,71,61,Good
1919,Male,18,7.8,91,74,76,Good
1920,Male,21,6.2,100,60,67,Good
1921,Male,22,4.7,77,91,70,Good
1922,Male,20,3.9,83,69,52,Needs Improvement
1923,Female,22,9.9,90,67,67,Good
1924,Male,20,5.6,81,80,62,Good
1925,Female,21,3.3,98,70,65,Good
1926,Male,18,4.1,69,100,76,Good
1927,Male,18,2.9,89,67,54,Needs Improvement
1928,Male,22,0.5,89,75,56,Needs Improvement
1929,Female,18,5.1,94,60,61,Good
1930,Male,21,7.7,83,82,75,Good
1931,Female,22,1.6,91,74,55,Needs Improvement
1932,Female,20,4.6,80,65,67,Good
1933,Male,18,3.2,74,58,55,Needs Improvement
1934,Male,19,5.4,73,52,53,Needs Improvement
1935,Male,18,4.2,68,76,58,Needs Improvement
1936,Female,20,2.1,78,51,42,Needs Improvement
1937,Male,22,2.7,85,88,69,Good
1938,Female,20,3.0,80,52,47,Needs Improvement
1939,Female,19,6.9,84,68,67,Good
1940,Male,21,6.8,94,58,54,Needs Improvement
1941,Male,18,3.9,77,70,56,Needs Improvement
1942,Female,22,6.7,100,70,70,Good
1943,Female,21,4.2,90,76,70,Good
1944,Female,20,3.9,80,49,45,Needs Improvement
1945,Male,22,4.6,80,59,49,Needs Improvement
1946,Female,21,5.0,72,84,69,Good
1947,Male,22,3.5,82,79,63,Good
1948,Female,19,4.5,60,35,35,Needs Improvement
1949,Female,19,5.9,95,75,62,Good
1950,Male,18,4.7,54,56,46,Needs Improvement
1951,Female,18,4.6,82,62,58,Needs Improvement
1952,Male,19,5.4,71,67,67,Good
1953,Male,22,5.7,75,92,68,Good
1954,Female,19,4.4,76,55,55,Needs Improvement
1955,Male,18,3.6,100,50,44,Needs Improvement
1956,Male,19,4.8,71,76,64,Good
1957,Female,19,1.6,91,70,65,Good
1958,Male,22,4.1,94,87,72,Good
1959,Male,21,0.5,59,65,42,Needs Improvement
1960,Male,18,1.5,76,87,68,Good
1961,Female,22,1.2,97,70,59,Needs Improvement
1962,Male,19,6.4,69,77,67,Good
1963,Female,19,4.5,94,93,70,Good
1964,Female,21,2.2,82,68,57,Needs Improvement
1965,Male,18,5.4,81,85,67,Good
1966,Male,18,6.3,83,61,63,Good
1967,Male,20,5.4,85,73,66,Good
1968,Female,18,4.2,72,50,55,Needs Improvement
1969,Male,21,4.9,79,63,56,Needs Improvement
1970,Male,20,6.1,86,55,58,Needs Improvement
1971,Male,20,3.7,84,87,72,Good
1972,Male,19,4.6,85,94,73,Good
1973,Male,19,4.0,75,65,56,Needs Improvement
1974,Female,18,1.6,88,59,49,Needs Improvement
1975,Female,20,6.1,83,52,56,Needs Improvement
1976,Male,19,8.2,66,74,71,Good
1977,Male,21,2.9,77,62,62,Good
1978,Male,19,6.2,73,62,51,Needs Improvement
1979,Male,19,3.0,73,93,61,Good
1980,Female,20,4.7,77,66,58,Needs Improvement
1981,Male,20,7.2,88,78,73,Good
1982,Female,22,3.6,76,71,58,Needs Improvement
1983,Female,21,4.5,84,51,50,Needs Improvement
1984,Male,20,1.3,83,44,36,Needs Improvement
1985,Female,18,3.3,74,77,57,Needs Improvement
1986,Female,21,1.1,79,94,69,Good
1987,Female,21,5.3,91,74,68,Good
1988,Female,20,6.0,83,79,73,Good
1989,Male,21,4.1,87,57,50,Needs Improvement
1990,Male,20,5.0,95,84,79,Good
1991,Female,19,3.9,86,84,65,Good
1992,Male,22,5.8,63,60,58,Needs Improvement
1993,Male,19,4.7,85,78,66,Good
1994,Male,20,0.9,76,45,38,Needs Improvement
1995,Male,20,6.2,100,80,76,Good
1996,Male,19,3.8,86,62,60,Good
1997,Female,18,2.2,76,53,60,Good
1998,Male,18,3.7,88,76,67,Good
1999,Male,18,1.1,83,45,45,Needs Improvement
2000,Male,20,2.3,65,75,61,Good
2001,Male,21,4.8,91,54,59,Needs Improvement
2002,Female,20,4.9,78,51,52,Needs Improvement
2003,Female,21,5.1,96,71,68,Good
2004,Female,19,4.5,81,68,65,Good
2005,Female,22,3.3,96,90,79,Good
2006,Male,21,4.4,86,52,46,Needs Improvement
2007,Female,18,3.7,92,89,62,Good
2008,Male,20,1.6,77,54,53,Needs Improvement
2009,Male,19,3.1,86,83,62,Good
2010,Male,18,6.1,65,85,60,Good
2011,Male,19,7.4,81,75,61,Good
2012,Male,22,5.7,67,59,65,Good
2013,Female,20,7.3,71,49,60,Good
2014,Female,20,4.7,73,43,43,Needs Improvement
2015,Female,22,7.6,89,96,79,Good
2016,Female,20,8.2,81,66,68,Good
2017,Male,21,1.4,82,55,52,Needs Improvement
2018,Female,19,4.9,80,54,53,Needs Improvement
2019,Male,18,4.7,93,72,61,Good
2020,Female,22,3.7,82,64,63,Good
2021,Male,21,5.4,84,43,51,Needs Improvement
2022,Male,18,4.6,76,82,65,Good
2023,Female,18,3.2,93,75,66,Good
2024,Male,22,4.5,94,96,66,Good
2025,Male,21,6.7,82,86,76,Good
2026,Female,18,4.8,76,35,46,Needs Improvement
2027,Male,18,5.6,66,90,63,Good
2028,Female,21,4.0,73,87,57,Needs Improvement
2029,Female,20,5.3,60,60,51,Needs Improvement
2030,Female,18,2.3,73,64,53,Needs Improvement
2031,Male,19,3.6,86,76,65,Good
2032,Male,21,4.3,81,56,63,Good
2033,Male,18,2.2,100,67,60,Good
2034,Female,22,3.0,78,84,57,Needs Improvement
2035,Male,19,5.1,78,77,64,Good
2036,Female,18,4.7,93,61,54,Needs Improvement
2037,Female,19,6.0,63,84,66,Good
2038,Male,19,3.4,67,74,65,Good
2039,Female,20,4.6,89,74,68,Good
2040,Male,19,3.3,80,63,51,Needs Improvement
2041,Male,20,5.8,80,70,67,Good
2042,Male,21,6.6,73,59,55,Needs Improvement
2043,Male,20,5.4,84,43,37,Needs Improvement
2044,Male,22,6.4,74,66,56,Needs Improvement
2045,Female,18,4.6,83,68,63,Good
2046,Female,21,6.0,70,72,67,Good
2047,Female,21,4.6,80,87,78,Good
2048,Male,22,2.7,100,61,59,Needs Improvement
2049,Male,20,4.9,78,65,66,Good
2050,Male,18,2.7,81,81,66,Good
2051,Female,20,8.7,80,59,70,Good
2052,Male,19,3.9,84,72,67,Good
2053,Female,20,5.7,87,64,65,Good
2054,Female,21,4.5,85,67,66,Good
2055,Male,18,2.3,85,81,59,Needs Improvement
2056,Male,20,1.1,80,65,39,Needs Improvement
2057,Female,18,5.8,83,81,73,Good
2058,Male,18,7.3,80,43,56,Needs Improvement
2059,Female,19,3.2,64,50,41,Needs Improvement
2060,Male,19,1.5,100,38,37,Needs Improvement
2061,Male,21,3.9,89,54,55,Needs Improvement
2062,Female,22,2.8,72,96,72,Good
2063,Male,18,3.3,84,70,62,Good
2064,Female,22,5.6,69,60,51,Needs Improvement
2065,Male,21,4.4,77,81,62,Good
2066,Female,18,3.0,67,83,65,Good
2067,Female,18,5.6,81,53,56,Needs Improvement
2068,Male,22,5.7,66,100,80,Excellent
2069,Female,20,3.9,86,74,61,Good
2070,Male,19,4.7,89,76,70,Good
2071,Male,20,5.4,74,77,65,Good
2072,Male,22,5.3,84,77,63,Good
2073,Female,19,4.6,73,61,60,Good
2074,Female,20,7.1,87,100,78,Good
2075,Male,19,5.5,75,66,61,Good
2076,Male,18,3.7,90,83,69,Good
2077,Female,20,3.7,64,63,52,Needs Improvement
2078,Male,19,3.5,72,61,58,Needs Improvement
2079,Male,19,5.6,71,97,77,Good
2080,Female,19,3.4,84,68,61,Good
2081,Male,20,3.7,88,70,61,Good
2082,Female,21,6.4,85,74,78,Good
2083,Male,20,4.8,77,100,83,Excellent
2084,Female,22,6.7,54,100,79,Good
2085,Male,20,5.9,82,88,77,Good
2086,Male,19,2.4,90,100,70,Good
2087,Female,18,4.3,100,57,59,Needs Improvement
2088,Male,20,6.3,78,79,72,Good
2089,Female,20,2.3,75,71,61,Good
2090,Male,19,5.3,85,45,56,Needs Improvement
2091,Female,18,4.4,79,76,66,Good
2092,Female,18,1.3,95,63,64,Good
2093,Female,22,4.7,74,91,70,Good
2094,Female,20,3.0,80,64,60,Good
2095,Male,18,2.4,91,64,60,Good
2096,Male,18,4.5,85,91,75,Good
2097,Female,21,1.0,94,69,58,Needs Improvement
2098,Female,21,3.3,78,86,68,Good
2099,Female,18,9.1,95,76,74,Good
2100,Male,22,5.7,65,76,65,Good
2101,Male,18,2.9,66,67,57,Needs Improvement
2102,Male,19,7.0,95,77,75,Good
2103,Male,20,2.7,82,68,47,Needs Improvement
2104,Female,22,3.5,91,59,48,Needs Improvement
2105,Female,19,2.4,83,69,53,Needs Improvement
2106,Female,22,5.0,82,88,71,Good
2107,Male,19,7.0,69,78,64,Good
2108,Male,20,2.7,82,81,66,Good
2109,Male,20,0.8,96,70,62,Good
2110,Female,21,6.5,83,43,60,Good
2111,Female,19,7.3,89,53,63,Good
2112,Male,21,0.9,89,66,59,Needs Improvement
2113,Female,19,5.3,72,54,51,Needs Improvement
2114,Male,21,4.9,91,63,60,Good
2115,Male,20,3.1,79,62,48,Needs Improvement
2116,Female,22,2.0,79,63,58,Needs Improvement
2117,Male,21,6.3,100,90,89,Excellent
2118,Female,19,4.8,88,69,61,Good
2119,Male,19,5.0,76,83,57,Needs Improvement
2120,Female,20,3.4,83,72,56,Needs Improvement
2121,Female,19,3.1,82,90,65,Good
2122,Female,18,0.5,99,84,57,Needs Improvement
2123,Male,22,4.1,82,62,52,Needs Improvement
2124,Male,21,7.1,100,97,85,Excellent
2125,Female,22,2.9,69,64,56,Needs Improvement
2126,Female,20,1.8,82,73,47,Needs Improvement
2127,Male,21,5.3,74,75,61,Good
2128,Male,21,5.6,77,77,66,Good
2129,Male,18,3.4,77,81,58,Needs Improvement
2130,Female,20,3.9,75,59,55,Needs Improvement
2131,Male,19,5.0,99,80,71,Good
2132,Male,18,4.2,96,78,66,Good
2133,Female,18,6.3,86,70,62,Good
2134,Male,22,8.9,77,67,70,Good
2135,Male,22,1.4,75,59,44,Needs Improvement
2136,Male,22,6.7,89,77,63,Good
2137,Female,18,4.7,85,61,58,Needs Improvement
2138,Female,19,7.0,81,73,62,Good
2139,Female,21,5.8,87,69,57,Needs Improvement
2140,Female,22,4.6,91,51,55,Needs Improvement
2141,Female,19,5.9,80,57,57,Needs Improvement
2142,Female,20,3.8,74,76,57,Needs Improvement
2143,Female,22,3.1,69,63,53,Needs Improvement
2144,Male,21,6.0,85,62,64,Good
2145,Male,20,3.0,100,59,58,Needs Improvement
2146,Female,20,5.7,71,60,58,Needs Improvement
2147,Male,21,4.6,93,93,67,Good
2148,Male,22,0.5,75,54,50,Needs Improvement
2149,Female,18,3.5,77,91,71,Good
2150,Male,21,5.1,91,65,58,Needs Improvement
2151,Male,21,3.8,79,61,55,Needs Improvement
2152,Male,21,0.5,84,75,56,Needs Improvement
2153,Male,20,6.9,84,71,68,Good
2154,Male,19,4.8,75,67,68,Good
2155,Female,18,5.3,91,73,57,Needs Improvement
2156,Female,22,3.6,81,71,52,Needs Improvement
2157,Female,22,5.5,68,67,48,Needs Improvement
2158,Male,19,7.8,73,83,73,Good
2159,Female,21,3.2,51,50,45,Needs Improvement
2160,Male,18,7.5,83,57,64,Good
2161,Male,22,5.2,95,59,59,Needs Improvement
2162,Male,22,2.9,72,55,51,Needs Improvement
2163,Male,21,8.5,88,71,71,Good
2164,Female,19,5.2,86,77,71,Good
2165,Female,18,5.7,74,43,55,Needs Improvement
2166,Male,19,4.0,97,63,56,Needs Improvement
2167,Female,19,3.1,79,65,54,Needs Improvement
2168,Male,18,4.8,100,66,64,Good
2169,Female,18,7.3,66,52,63,Good
2170,Female,22,3.9,79,66,54,Needs Improvement
2171,Male,22,4.5,80,57,60,Good
2172,Female,18,7.1,82,65,58,Needs Improvement
2173,Male,20,4.0,89,46,57,Needs Improvement
2174,Female,22,5.4,100,65,69,Good
2175,Male,20,6.1,87,60,61,Good
2176,Male,18,4.1,82,66,63,Good
2177,Female,22,5.1,71,74,60,Good
2178,Female,19,5.7,63,69,55,Needs Improvement
2179,Male,18,3.8,94,81,76,Good
2180,Female,21,6.0,77,65,59,Needs Improvement
2181,Female,20,3.5,100,79,71,Good
2182,Male,18,3.3,91,86,74,Good
2183,Male,18,1.8,85,74,62,Good
2184,Female,22,3.6,86,70,63,Good
2185,Male,22,3.0,86,76,65,Good
2186,Male,22,3.8,75,74,66,Good
2187,Male,21,5.6,64,84,68,Good
2188,Female,22,1.4,76,81,58,Needs Improvement
2189,Female,18,0.9,82,81,52,Needs Improvement
2190,Male,22,3.2,76,71,59,Needs Improvement
2191,Female,19,5.3,69,75,68,Good
2192,Male,22,5.0,75,75,58,Needs Improvement
2193,Female,21,3.1,92,53,51,Needs Improvement
2194,Male,19,6.6,89,85,77,Good
2195,Male,18,3.3,84,47,56,Needs Improvement
2196,Female,18,5.3,88,80,64,Good
2197,Male,20,3.8,71,74,63,Good
2198,Female,19,2.9,74,66,53,Needs Improvement
2199,Female,20,3.4,85,75,59,Needs Improvement
2200,Male,19,5.8,72,76,60,Good
2201,Male,19,5.1,83,52,51,Needs Improvement
2202,Female,21,6.2,69,90,75,Good
2203,Male,20,5.1,66,71,59,Needs Improvement
2204,Male,21,1.6,89,100,75,Good
2205,Male,19,8.3,92,81,72,Good
2206,Male,18,5.2,76,71,66,Good
2207,Male,19,5.4,67,60,58,Needs Improvement
2208,Female,21,3.8,60,68,47,Needs Improvement
2209,Female,20,6.5,100,72,78,Good
2210,Male,20,2.5,83,91,69,Good
2211,Male,21,5.6,76,87,75,Good
2212,Male,20,0.8,78,76,61,Good
2213,Female,22,5.7,63,95,77,Good
2214,Male,18,2.6,88,42,45,Needs Improvement
2215,Female,18,5.0,100,76,73,Good
2216,Female,18,6.9,74,88,65,Good
2217,Female,20,6.0,100,78,75,Good
2218,Male,20,6.7,81,51,66,Good
2219,Female,19,6.5,99,89,75,Good
2220,Male,19,3.6,85,81,70,Good
2221,Female,18,5.6,85,75,76,Good
2222,Male,22,1.4,100,71,63,Good
2223,Female,19,3.3,90,98,79,Good
2224,Male,19,7.0,86,76,63,Good
2225,Female,20,3.8,63,67,50,Needs Improvement
2226,Male,22,1.1,67,59,53,Needs Improvement
2227,Male,18,8.1,87,81,81,Excellent
2228,Male,19,5.5,97,84,76,Good
2229,Male,22,5.9,83,71,64,Good
2230,Female,22,2.7,76,62,54,Needs Improvement
2231,Female,18,5.0,64,89,76,Good
2232,Male,22,5.0,74,58,55,Needs Improvement
2233,Female,22,3.0,83,98,75,Good
2234,Male,22,4.2,73,60,57,Needs Improvement
2235,Male,19,1.8,72,52,41,Needs Improvement
2236,Female,18,3.9,81,54,49,Needs Improvement
2237,Male,22,6.3,96,54,69,Good
2238,Male,22,3.2,89,67,62,Good
2239,Female,19,7.9,85,63,63,Good
2240,Male,18,1.9,84,84,61,Good
2241,Male,20,4.0,88,82,63,Good
2242,Male,19,3.3,81,67,63,Good
2243,Male,18,4.2,78,100,73,Good
2244,Female,22,7.0,89,67,66,Good
2245,Female,18,2.7,80,69,61,Good
2246,Female,18,3.7,70,52,40,Needs Improvement
2247,Male,18,5.7,96,69,67,Good
2248,Male,20,4.7,63,74,60,Good
2249,Female,18,4.8,97,53,56,Needs Improvement
2250,Male,20,2.8,87,63,53,Needs Improvement
2251,Male,22,4.4,72,75,58,Needs Improvement
2252,Male,20,6.5,82,63,64,Good
2253,Male,22,1.6,78,60,44,Needs Improvement
2254,Female,22,3.2,90,81,67,Good
2255,Female,20,1.2,90,52,45,Needs Improvement
2256,Female,19,5.5,87,55,55,Needs Improvement
2257,Male,21,6.7,89,72,70,Good
2258,Female,18,4.2,81,82,64,Good
2259,Female,21,2.7,100,74,70,Good
2260,Male,18,2.7,94,67,58,Needs Improvement
2261,Male,18,4.0,77,66,63,Good
2262,Female,22,4.0,90,84,65,Good
2263,Female,18,6.1,89,82,68,Good
2264,Female,18,3.3,79,71,50,Needs Improvement
2265,Female,20,5.3,79,66,58,Needs Improvement
2266,Male,21,4.0,94,70,62,Good
2267,Female,20,3.2,82,60,54,Needs Improvement
2268,Female,18,3.9,85,68,63,Good
2269,Male,22,5.1,96,63,66,Good
2270,Female,20,6.1,100,69,74,Good
2271,Male,20,4.0,77,64,52,Needs Improvement
2272,Male,19,2.3,80,77,60,Good
2273,Male,18,6.3,83,81,66,Good
2274,Female,22,2.9,83,65,58,Needs Improvement
2275,Female,20,5.0,86,59,67,Good
2276,Male,20,4.5,77,80,59,Needs Improvement
2277,Female,22,4.2,69,73,63,Good
2278,Female,18,3.6,100,65,66,Good
2279,Male,19,5.6,88,89,70,Good
2280,Male,20,0.5,78,62,50,Needs Improvement
2281,Female,19,6.5,86,42,52,Needs Improvement
2282,Male,21,2.9,100,60,57,Needs Improvement
2283,Female,18,5.2,74,93,70,Good
2284,Female,21,5.1,84,66,60,Good
2285,Female,21,6.8,68,63,66,Good
2286,Female,21,4.9,81,70,62,Good
2287,Male,18,3.0,88,84,63,Good
2288,Male,18,1.6,71,69,53,Needs Improvement
2289,Male,22,3.9,80,78,53,Needs Improvement
2290,Male,19,1.0,90,67,50,Needs Improvement
2291,Female,19,3.4,88,78,71,Good
2292,Female,22,4.0,70,73,59,Needs Improvement
2293,Male,22,3.3,86,64,55,Needs Improvement
2294,Female,21,4.6,88,74,66,Good
2295,Female,22,4.1,83,62,61,Good
2296,Female,20,3.9,93,51,60,Good
2297,Male,19,0.5,76,70,49,Needs Improvement
2298,Male,22,2.2,86,52,47,Needs Improvement
2299,Male,20,5.7,70,78,64,Good
2300,Female,20,5.9,66,69,66,Good
2301,Male,20,1.2,90,90,66,Good
2302,Male,20,3.0,82,65,67,Good
2303,Male,21,6.4,77,70,64,Good
2304,Male,20,3.2,71,49,55,Needs Improvement
2305,Male,21,4.3,90,55,51,Needs Improvement
2306,Male,21,7.1,67,46,45,Needs Improvement
2307,Female,20,3.8,92,85,69,Good
2308,Female,19,3.6,87,64,63,Good
2309,Male,20,4.2,67,89,64,Good
2310,Male,20,7.8,83,35,49,Needs Improvement
2311,Female,20,5.3,100,92,83,Excellent
2312,Female,19,4.5,94,69,67,Good
2313,Male,18,3.6,74,75,56,Needs Improvement
2314,Male,18,5.5,89,55,54,Needs Improvement
2315,Male,21,5.7,68,77,69,Good
2316,Male,21,2.6,68,65,44,Needs Improvement
2317,Female,19,5.7,81,53,61,Good
2318,Male,22,4.2,88,53,57,Needs Improvement
2319,Male,18,4.5,90,53,44,Needs Improvement
2320,Male,21,2.9,90,75,62,Good
2321,Male,18,3.8,87,61,47,Needs Improvement
2322,Female,19,2.6,66,47,37,Needs Improvement
2323,Female,19,2.6,81,75,57,Needs Improvement
2324,Female,22,5.2,92,40,45,Needs Improvement
2325,Male,22,3.9,86,89,81,Excellent
2326,Male,19,2.2,84,98,75,Good
2327,Female,21,8.4,85,52,69,Good
2328,Male,18,2.5,85,85,64,Good
2329,Male,20,6.5,62,75,64,Good
2330,Female,22,1.8,94,63,63,Good
2331,Female,20,5.3,81,64,62,Good
2332,Female,21,4.0,89,79,69,Good
2333,Female,22,3.4,59,69,49,Needs Improvement
2334,Male,20,4.9,99,35,45,Needs Improvement
2335,Male,21,4.6,70,99,74,Good
2336,Female,18,3.0,100,76,67,Good
2337,Male,21,3.0,100,69,57,Needs Improvement
2338,Female,22,1.7,69,60,50,Needs Improvement
2339,Female,19,5.1,90,67,57,Needs Improvement
2340,Male,18,2.2,72,88,63,Good
2341,Female,20,4.5,76,74,55,Needs Improvement
2342,Male,22,5.6,76,75,72,Good
2343,Male,19,4.9,86,53,54,Needs Improvement
2344,Male,21,3.2,85,65,53,Needs Improvement
2345,Male,19,6.1,70,71,57,Needs Improvement
2346,Female,22,3.8,86,80,59,Needs Improvement
2347,Male,22,2.1,80,64,55,Needs Improvement
2348,Female,19,4.0,64,83,68,Good
2349,Female,21,5.6,78,54,60,Good
2350,Female,19,3.3,99,71,70,Good
2351,Female,22,6.1,78,69,72,Good
2352,Male,22,3.1,64,49,49,Needs Improvement
2353,Male,20,3.4,90,69,58,Needs Improvement
2354,Female,20,2.6,73,62,52,Needs Improvement
2355,Female,18,5.7,84,90,63,Good
2356,Male,22,4.4,80,64,61,Good
2357,Female,20,2.7,100,75,65,Good
2358,Male,19,3.8,80,53,59,Needs Improvement
2359,Female,21,0.5,71,73,48,Needs Improvement
2360,Male,19,5.9,77,64,63,Good
2361,Female,21,4.2,70,59,48,Needs Improvement
2362,Female,20,0.5,80,100,66,Good
2363,Male,18,1.9,100,65,49,Needs Improvement
2364,Female,19,3.7,94,67,68,Good
2365,Female,19,2.1,100,83,72,Good
2366,Male,19,5.9,87,59,58,Needs Improvement
2367,Female,21,5.3,83,76,68,Good
2368,Male,20,5.1,72,77,64,Good
2369,Male,19,0.5,85,73,52,Needs Improvement
2370,Female,19,3.6,81,100,74,Good
2371,Female,18,3.2,90,59,53,Needs Improvement
2372,Female,18,2.8,71,92,71,Good
2373,Female,20,3.8,83,77,63,Good
2374,Female,20,2.5,66,83,72,Good
2375,Female,22,4.9,85,75,65,Good
2376,Female,18,5.9,89,96,79,Good
2377,Male,22,5.7,66,66,61,Good
2378,Female,21,4.3,69,77,66,Good
2379,Male,22,8.1,69,88,76,Good
2380,Female,19,6.6,80,62,64,Good
2381,Female,22,4.3,68,84,66,Good
2382,Male,20,3.6,96,70,59,Needs Improvement
2383,Female,21,6.9,86,53,54,Needs Improvement
2384,Female,19,6.3,88,50,61,Good
2385,Male,22,2.0,66,69,60,Good
2386,Female,21,6.5,95,84,67,Good
2387,Female,21,4.2,88,41,41,Needs Improvement
2388,Female,19,3.0,75,73,51,Needs Improvement
2389,Male,22,0.9,67,82,60,Good
2390,Female,21,4.0,81,52,56,Needs Improvement
2391,Female,21,4.5,77,61,51,Needs Improvement
2392,Female,18,7.4,78,78,82,Excellent
2393,Female,21,6.2,75,82,68,Good
2394,Male,18,3.5,89,92,79,Good
2395,Male,22,5.2,56,62,58,Needs Improvement
2396,Female,22,6.0,96,59,58,Needs Improvement
2397,Female,22,4.7,92,93,73,Good
2398,Male,20,3.4,84,59,50,Needs Improvement
2399,Male,22,3.5,81,77,56,Needs Improvement
2400,Female,21,5.2,93,100,79,Good
2401,Male,19,5.2,82,81,62,Good
2402,Female,18,4.0,79,81,64,Good
2403,Male,20,0.5,93,88,73,Good
2404,Male,22,2.2,100,77,67,Good
2405,Male,22,5.6,72,81,64,Good
2406,Male,19,0.7,86,65,48,Needs Improvement
2407,Female,19,6.6,71,86,69,Good
2408,Male,20,6.4,87,76,80,Excellent
2409,Male,18,4.6,74,49,44,Needs Improvement
2410,Female,22,5.6,94,73,68,Good
2411,Male,20,5.5,81,40,51,Needs Improvement
2412,Male,21,4.3,82,80,72,Good
2413,Female,21,2.0,98,67,56,Needs Improvement
2414,Male,20,6.2,75,97,72,Good
2415,Female,22,7.0,89,77,73,Good
2416,Female,20,2.3,76,83,68,Good
2417,Female,22,2.0,94,55,50,Needs Improvement
2418,Female,19,4.3,100,80,66,Good
2419,Male,20,3.4,79,61,55,Needs Improvement
2420,Female,22,4.8,60,85,56,Needs Improvement
2421,Male,20,6.7,75,54,56,Needs Improvement
2422,Male,20,0.5,100,72,64,Good
2423,Male,22,7.3,76,54,63,Good
2424,Male,22,3.8,100,72,64,Good
2425,Male,18,5.4,76,98,84,Excellent
2426,Male,20,5.6,76,80,77,Good
2427,Male,21,5.8,90,70,69,Good
2428,Male,20,4.6,89,36,40,Needs Improvement
2429,Male,20,5.0,91,63,52,Needs Improvement
2430,Male,22,5.0,82,77,73,Good
2431,Female,20,3.4,92,63,59,Needs Improvement
2432,Female,20,1.3,92,90,74,Good
2433,Female,21,2.3,93,71,53,Needs Improvement
2434,Male,22,4.3,76,85,66,Good
2435,Female,20,3.1,92,73,67,Good
2436,Female,19,3.1,77,66,52,Needs Improvement
2437,Female,18,7.7,80,63,70,Good
2438,Male,21,6.0,80,56,57,Needs Improvement
2439,Male,20,4.0,72,85,66,Good
2440,Male,19,5.7,65,64,52,Needs Improvement
2441,Male,20,3.7,94,77,67,Good
2442,Female,20,4.7,75,63,68,Good
2443,Female,22,5.3,79,55,57,Needs Improvement
2444,Female,22,3.7,75,78,58,Needs Improvement
2445,Female,22,3.3,79,60,60,Good
2446,Male,19,6.7,77,64,59,Needs Improvement
2447,Male,20,5.6,95,53,67,Good
2448,Male,18,0.5,76,63,42,Needs Improvement
2449,Female,21,3.3,99,70,64,Good
2450,Male,22,3.1,93,66,67,Good
2451,Male,22,3.4,77,81,59,Needs Improvement
2452,Female,20,6.1,85,72,67,Good
2453,Female,20,4.5,87,100,83,Excellent
